step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
44,PAYMENT,2386.9,C291108357,818873,816486.1,M1340449375,0,0,0
12,CASH_OUT,64434.99,C1188889159,0,0,C1787705223,695969.44,760404.43,0
13,CASH_OUT,271206.04,C75368416,11906,0,C1433166426,807915.86,1113903.42,0
8,PAYMENT,4154.79,C1352850630,4952,797.21,M664023841,0,0,0
40,CASH_IN,111846.26,C1568230068,9613776.01,9725622.27,C1997890348,9287286.62,9175440.37,0
38,PAYMENT,22229.04,C135994992,0,0,M232881024,0,0,0
18,CASH_OUT,107733.41,C938293113,0,0,C1629006028,2999687.55,3233852.79,0
19,CASH_OUT,102144.65,C1980807952,10173,0,C1876005159,946984.07,1228677.05,0
41,PAYMENT,14265.07,C1818971763,25570,11304.93,M644241832,0,0,0
18,CASH_OUT,115729.98,C1676556877,36797,0,C1275910457,1997483.49,2113213.48,0
44,PAYMENT,5199.08,C658401200,50738,45538.92,M1083502302,0,0,0
43,CASH_IN,13194.28,C1201111270,19684,32878.28,C1187829854,1727592.89,1714398.61,0
20,PAYMENT,13608.2,C631259785,10918,0,M2051374687,0,0,0
9,CASH_OUT,128553.84,C1807575708,144645,16091.16,C1616972331,42525.46,171079.29,0
9,PAYMENT,15111.88,C2124038272,0,0,M936102724,0,0,0
17,CASH_OUT,65989.26,C398901817,0,0,C58091972,2453231.11,2599878.26,0
19,PAYMENT,4292.43,C1450185692,10288,5995.57,M145502372,0,0,0
19,CASH_IN,183801.12,C1670625615,85896,269697.12,C1611036663,93038,0,0
45,PAYMENT,6310.34,C244140230,393954,387643.66,M166227962,0,0,0
34,PAYMENT,6196.29,C1828937113,0,0,M1027772832,0,0,0
33,CASH_OUT,157026.16,C2119281370,0,0,C271908933,1005049.81,1162075.97,0
10,CASH_OUT,27178.45,C1992408811,0,0,C542220524,259357.01,286535.47,0
19,CASH_OUT,51211.34,C139804074,168,0,C734138346,939810.89,991022.24,0
19,CASH_OUT,51250.03,C1715840131,0,0,C851365047,290185.36,341435.39,0
15,CASH_IN,113687.07,C800961722,6931193.19,7044880.25,C302256620,228765.16,115078.09,0
20,TRANSFER,963571.37,C1915520483,0,0,C35719825,2099807.72,4138030.63,0
34,PAYMENT,45136.62,C598383286,23414,0,M1214209416,0,0,0
14,CASH_OUT,382701.06,C474472675,30573,0,C1318337555,0,520691.33,0
40,CASH_OUT,93623.48,C131647874,0,0,C539131436,358103.33,451726.81,0
10,CASH_IN,165541.12,C558251855,1601764.24,1767305.36,C977990184,4540043.94,4674358.02,0
43,CASH_OUT,95752.8,C815003447,0,0,C1018316924,98409.67,194162.46,0
10,CASH_OUT,419391.94,C915543915,0,0,C1061034243,530817.16,0,0
14,CASH_OUT,150012.08,C345055397,0,0,C1588401302,184294,926574.49,0
20,CASH_IN,658491.55,C1430117672,9255180.49,9913672.03,C1788050799,6432937.31,5774445.76,0
37,TRANSFER,596240.55,C639952353,716862.07,120621.53,C1631425683,827731.55,1423972.09,0
11,TRANSFER,6222.74,C555407069,0,0,C553034816,357173.92,460151.81,0
44,CASH_OUT,144907.13,C1896693014,0,0,C267810481,405921.68,550828.8,0
20,CASH_IN,43447.56,C771127885,10259,53706.56,C1089281333,1447036.68,1441252.42,0
21,CASH_IN,100953.59,C1674800501,5504614.86,5605568.45,C646090637,607196.07,506242.47,0
45,CASH_IN,118797.14,C22766629,6364338.45,6483135.58,C1009849031,126103.13,7305.99,0
40,CASH_OUT,199065.74,C1980306773,79044,0,C47228838,18900.74,217966.48,0
12,PAYMENT,18885.36,C731324460,0,0,M870971591,0,0,0
19,CASH_IN,7941.98,C1285105305,5823720.79,5831662.77,C833472510,890518.17,882576.19,0
18,CASH_OUT,388507.51,C380313859,0,0,C1341111701,2222496.24,2952502.17,0
36,CASH_IN,64222.88,C1629775831,19324,83546.88,C2134382513,454949.49,390726.62,0
12,CASH_IN,54305.35,C834060133,6560180.53,6614485.88,C1742193715,1605909.05,1452551.94,0
21,CASH_OUT,299171.24,C263151942,20520,0,C1081039986,360800.14,659971.37,0
39,TRANSFER,513466.33,C500138209,0,0,C1771954705,1568546.95,2082013.28,0
12,PAYMENT,4185.17,C1473818264,774148,769962.83,M762089127,0,0,0
42,CASH_OUT,212654.37,C1635659049,40078,0,C262978946,187100.5,593983.37,0
17,CASH_OUT,21789.38,C1823562588,0,0,C686744534,295693.18,175199.53,0
34,PAYMENT,42851.1,C1771416662,3706,0,M189658469,0,0,0
46,PAYMENT,8267.01,C717920655,29964,21696.99,M1626310136,0,0,0
38,CASH_OUT,132422.11,C1579186296,0,0,C1199101133,758283.78,890705.89,0
20,PAYMENT,15435.56,C62885506,31448,16012.44,M616709689,0,0,0
21,PAYMENT,4427.37,C1632014683,0,0,M441844579,0,0,0
35,CASH_IN,50304.58,C1862900969,299827.68,350132.26,C271488817,2768733.3,2718428.72,0
9,PAYMENT,13335.15,C1356023885,53586.59,40251.43,M1315659476,0,0,0
44,CASH_IN,178382.33,C1440006734,1.63E+07,1.65E+07,C1685319844,1.11E+07,1.09E+07,0
19,CASH_IN,187390.38,C1705323125,412123.92,599514.3,C1977421716,216753.39,29363,0
34,CASH_IN,70048.89,C1745352782,3130808.31,3200857.19,C421974391,139191.83,69142.95,0
44,PAYMENT,7953.51,C825032845,6902,0,M1679137233,0,0,0
48,PAYMENT,17937.41,C1607453335,12549,0,M1285015582,0,0,0
10,CASH_OUT,315382.81,C483024723,20649.7,0,C1021790512,1015477.63,1445906.17,0
43,CASH_IN,82351.16,C686258977,2844786.66,2927137.82,C202064972,4491481.07,4409129.91,0
47,CASH_OUT,277459.95,C498264859,42899.83,0,C859222722,2302285.52,2579745.47,0
33,CASH_IN,76556.98,C188045253,711539.33,788096.31,C983855415,2893085.36,2816528.38,0
7,PAYMENT,19561.89,C1425764929,19043,0,M1741451001,0,0,0
36,CASH_IN,211985.08,C640962692,22002,233987.08,C758409827,1473833.96,1269607.66,0
13,CASH_OUT,161831.95,C909670151,0,0,C328192470,985829.02,1147660.97,0
10,PAYMENT,17647.39,C1819236252,204393,186745.61,M1612392719,0,0,0
45,CASH_OUT,203051.26,C1645448571,0,0,C2030363577,1264514.63,1467565.9,0
15,CASH_OUT,177139.52,C455334343,0,0,C634505597,209063.58,386203.1,0
17,CASH_OUT,307276.43,C277884106,431179.15,123902.72,C436118703,1949467.06,2256743.49,0
94,PAYMENT,3401.13,C1174989959,31880,28478.87,M215671458,0,0,0
11,CASH_OUT,250324.55,C1687133077,0,0,C1408588829,314505.77,976169.63,0
17,CASH_IN,79545.83,C2141668350,21330,100875.83,C1309669381,0,0,0
94,TRANSFER,4284.57,C2139122660,0,0,C480440244,75807.56,80092.13,0
14,TRANSFER,584073.49,C1899070742,0,0,C1341111701,939592.85,1786747.22,0
46,PAYMENT,8126.82,C36587022,44164,36037.18,M1565859239,0,0,0
40,CASH_OUT,140019.62,C743528826,252501,112481.38,C1105893293,28250.31,168269.93,0
13,CASH_IN,363972.98,C1202906661,20245,384217.98,C1594506797,1643464.05,1279491.07,0
44,TRANSFER,1090376.21,C932856801,0,0,C1522918252,1576764.23,2667140.44,0
21,CASH_OUT,81953.45,C1909380684,0,0,C883014610,1538411.31,1620364.76,0
10,CASH_OUT,560332.48,C535067030,107407,0,C1860173439,79903,266679.99,0
19,CASH_OUT,70202.07,C2119672201,1759,0,C74088109,0,70202.07,0
43,PAYMENT,15613.88,C58487858,0,0,M1564632833,0,0,0
33,PAYMENT,9489.23,C930627516,0,0,M549318771,0,0,0
45,CASH_OUT,76179.76,C1635926300,0,0,C2034217153,444659.74,520839.5,0
12,CASH_IN,180994.67,C1617476496,107505,288499.67,C2131472953,18056,0,0
38,PAYMENT,3885.1,C1743598789,0,0,M1609203683,0,0,0
15,PAYMENT,22778.46,C414868648,230224.53,207446.06,M1809895114,0,0,0
46,PAYMENT,7550.22,C989267138,5042,0,M1581592153,0,0,0
19,CASH_IN,173329.8,C1787134419,2562758.86,2736088.66,C76017431,1780230.22,1606900.42,0
15,TRANSFER,396495.63,C24965104,0,0,C177363120,1618694.32,2015189.95,0
18,CASH_IN,83218.99,C1484071884,830712,913930.99,C1120011237,1362953.19,4155207.19,0
10,PAYMENT,6568.34,C231785335,2398516.24,2391947.9,M446448335,0,0,0
21,CASH_IN,221403.7,C1685703467,9249,230652.7,C1459717487,0,0,0
45,PAYMENT,10138.46,C335948686,5692,0,M1583019131,0,0,0
15,PAYMENT,2108.12,C2060269968,943,0,M616934875,0,0,0
15,CASH_OUT,84117.33,C245055163,0,0,C1085252849,2915521.65,2999638.98,0
36,CASH_IN,241011.72,C1462285969,1026924.71,1267936.42,C657736958,857520.19,616508.47,0
14,CASH_IN,354760.86,C995479965,1.33E+07,1.36E+07,C1502364665,1868407.89,1513647.04,0
39,PAYMENT,5248.88,C1357926644,0,0,M2124590652,0,0,0
43,CASH_IN,111462.49,C136083736,928,112390.49,C1329185526,278738.82,167276.33,0
10,PAYMENT,5324.82,C1775136161,613680.45,608355.63,M618530755,0,0,0
44,CASH_OUT,48283.45,C2132762914,47653.59,0,C1900915672,635438.51,683721.96,0
40,CASH_OUT,172146.09,C1517572728,316,0,C987433358,659510.92,831657.01,0
9,CASH_OUT,321043.47,C1598831675,852702.26,531658.79,C858212237,686298.07,0,0
22,CASH_IN,30153.57,C1922017257,20953,51106.57,C220253404,0,0,0
18,PAYMENT,6841.12,C432728637,90519.09,83677.98,M1022681361,0,0,0
36,CASH_IN,169730.91,C1312293751,1.19E+07,1.21E+07,C1666284037,186465.57,16734.66,0
12,CASH_IN,285224.82,C273573272,1.01E+07,1.03E+07,C41481250,1.14E+07,1.12E+07,0
34,CASH_OUT,203730.74,C1854599987,109,0,C937760689,274774.12,478504.86,0
34,CASH_OUT,49129.31,C151361162,0,0,C164783331,1383488.81,1728757.53,0
33,CASH_IN,396481.32,C141125327,49510,445991.32,C941383900,35376.66,0,0
33,TRANSFER,752995.8,C897078429,11434,0,C1039960084,313573.62,1066569.42,0
15,PAYMENT,12779.63,C1980288875,15150,2370.37,M1329390498,0,0,0
19,TRANSFER,16877.88,C2078022323,0,0,C1127451361,8565068.45,8581946.32,0
33,TRANSFER,626520.13,C1926413452,28931.17,0,C1936891341,2980423.18,3606943.31,0
43,CASH_IN,36054.05,C187728877,2945816.43,2981870.48,C2129233119,191611.31,155557.26,0
45,PAYMENT,6783.02,C1956375889,3514.57,0,M1944708070,0,0,0
16,CASH_OUT,202860.28,C749349777,0,0,C2129266234,429454.91,632315.19,0
13,CASH_OUT,39486.55,C178729788,215309.85,175823.3,C371050047,0,39486.55,0
12,CASH_OUT,102975.97,C1621227969,1289488.96,1186512.99,C977763188,173117.9,377943.66,0
44,CASH_IN,37145.65,C1779188600,2141508.33,2178653.99,C1564563942,2536283.99,2960937.22,0
19,TRANSFER,3632.83,C621314078,16156,12523.17,C1320899591,0,3632.83,0
43,CASH_OUT,41134.23,C1399213325,51145,10010.77,C986263049,368657.47,409791.7,0
36,TRANSFER,582780.71,C375231401,62621,0,C1812527731,103337.02,686117.73,0
44,PAYMENT,2017.27,C610397997,0,0,M1358048937,0,0,0
38,CASH_OUT,21367,C1032400193,21367,0,C760883565,898934.02,920301.02,1
81,TRANSFER,2737766.8,C1263150351,2737766.8,0,C61517319,0,0,1
88,TRANSFER,3607917.73,C2016707009,3607917.73,0,C1883647961,0,0,1
70,CASH_OUT,167067.78,C1636013570,167067.78,0,C2066003164,169160.19,336227.97,1
66,TRANSFER,3444943.59,C1900819473,3444943.59,0,C526266879,0,0,1
47,CASH_OUT,61487.67,C2064498880,61487.67,0,C1457751793,0,61487.67,1
67,TRANSFER,106460.7,C432380223,106460.7,0,C1583623584,0,0,1
16,TRANSFER,31074,C457962127,31074,0,C614104997,0,0,1
13,CASH_OUT,6188514.81,C686187434,6188514.81,0,C1562904239,381607.21,6424681.56,1
12,CASH_OUT,3964129.99,C1098250442,3964129.99,0,C1140712423,1912955.54,5811064.07,1
47,TRANSFER,667043.9,C1221718544,667043.9,0,C29028630,0,0,1
63,CASH_OUT,14017.38,C1076609671,14017.38,0,C1903932056,0,14017.38,1
42,TRANSFER,5032484.73,C1883768704,5032484.73,0,C1982874632,0,0,1
58,CASH_OUT,6501303.14,C1033290326,6501303.14,0,C1721246847,4439499.5,1.09E+07,1
45,TRANSFER,1069508.42,C1582972194,1069508.42,0,C284364603,0,0,1
95,TRANSFER,655676.97,C428343058,655676.97,0,C1518840126,0,0,1
22,CASH_OUT,89571.46,C1022920965,4505.6,0,C1460548505,1929428.01,2018999.47,1
85,TRANSFER,167679.27,C108588868,167679.27,0,C944240643,0,0,1
10,CASH_OUT,59835,C1020461364,59835,0,C2144015041,255480.76,315315.76,1
35,TRANSFER,171788.82,C392119936,171788.82,0,C1283539626,0,0,1
15,CASH_OUT,95428.32,C947728507,0,0,C1720721903,0,95428.32,1
57,CASH_OUT,1014816.16,C1871778702,1014816.16,0,C2092796486,1417511.04,2432327.2,1
8,TRANSFER,1078013.76,C1026280121,0,0,C277510102,0,970749.68,1
65,TRANSFER,215.83,C270115029,215.83,0,C1574358644,0,0,1
83,TRANSFER,1534926.96,C358852719,1534926.96,0,C361327171,0,0,1
10,CASH_OUT,9217.19,C1105700111,9217.19,0,C1767952032,0,9217.19,1
45,CASH_OUT,1069508.42,C1958391057,1069508.42,0,C1813915360,172254,1439496.96,1
43,CASH_OUT,93459.89,C1250676021,93459.89,0,C977089472,15825.7,109285.59,1
65,CASH_OUT,1282971.57,C744316850,1282971.57,0,C1365960800,392604.6,1675576.17,1
58,TRANSFER,6501303.14,C2083819202,6501303.14,0,C1581398768,0,0,1
32,CASH_OUT,1164448.96,C1925676917,1164448.96,0,C2040690699,1080246.34,2244695.29,1
41,CASH_OUT,82806.2,C1327670146,82806.2,0,C1480756205,0,0,1
43,CASH_OUT,29988,C756162144,29988,0,C1734856260,0,29988,1
80,TRANSFER,244814.12,C2138181348,244814.12,0,C1608735206,0,0,1
90,TRANSFER,134515.36,C1087234685,134515.36,0,C271149484,0,0,1
29,CASH_OUT,340198.41,C1369188336,340198.41,0,C1627551181,1614043.79,1954242.21,1
6,TRANSFER,26768.5,C457596841,26768.5,0,C1956477953,0,0,1
13,TRANSFER,48375.02,C920803432,48375.02,0,C1767389067,0,0,1
40,CASH_OUT,2757431.53,C82669876,2757431.53,0,C1462250062,0,2757431.53,1
39,CASH_OUT,2070814.27,C1115361466,2070814.27,0,C521252518,0,2070814.27,1
60,CASH_OUT,40486.25,C1413149184,40486.25,0,C713338583,4716889.9,4757376.15,1
89,TRANSFER,268230.43,C163362068,268230.43,0,C2101762472,0,0,1
7,TRANSFER,441445.58,C1023505879,441445.58,0,C847761155,0,0,1
15,TRANSFER,119,C1995557473,119,0,C1480876722,0,0,1
40,TRANSFER,20314.97,C776336653,20314.97,0,C737099940,0,0,1
43,CASH_OUT,350789.59,C1269861924,350789.59,0,C724251968,8785008.75,9135798.34,1
34,TRANSFER,30917.39,C1302461032,30917.39,0,C1058590682,0,0,1
80,CASH_OUT,244814.12,C696147355,244814.12,0,C1941798570,7106855.47,7351669.59,1
56,CASH_OUT,1932200.59,C1900295340,1932200.59,0,C2032646914,0,1932200.59,1
66,CASH_OUT,4631432.03,C2089741901,4631432.03,0,C434503423,122727.22,4754159.25,1
46,CASH_OUT,71372,C313736303,71372,0,C935310781,613464.04,684836.04,1
47,CASH_OUT,36532.84,C1588509166,36532.84,0,C1486240719,0,36532.84,1
20,TRANSFER,16614.82,C2080146129,16614.82,0,C748889213,0,0,1
55,TRANSFER,854550.85,C723006620,854550.85,0,C240791931,0,0,1
17,CASH_OUT,195351.76,C268542581,195351.76,0,C504693752,156408.25,265841,1
65,TRANSFER,385556.82,C1699346936,385556.82,0,C27494611,0,0,1
34,CASH_OUT,27951.26,C476695686,27951.26,0,C90854025,10439,698752.71,1
83,TRANSFER,365099.76,C426265650,365099.76,0,C2019200762,0,0,1
41,CASH_OUT,2885466.96,C866414395,2885466.96,0,C315595990,28131.01,3268477.05,1
12,CASH_OUT,8677,C343345083,8677,0,C200064275,225127.62,233804.62,1
39,CASH_OUT,238717.5,C1658110693,238717.5,0,C222052738,601511.4,671690.05,1
72,CASH_OUT,730574.39,C1283613009,730574.39,0,C1291527211,183897.18,914471.57,1
64,TRANSFER,37796.75,C1530845932,37796.75,0,C2125159934,0,0,1
74,CASH_OUT,4582074.51,C1507497077,4582074.51,0,C910594371,154034.94,4736109.45,1
90,TRANSFER,266746.42,C1640647431,266746.42,0,C1995045376,0,0,1
7,CASH_OUT,262434.54,C383717053,262434.54,0,C380242442,19525.79,438233.86,1
92,TRANSFER,1461930.03,C593029629,1461930.03,0,C1743578484,0,0,1
9,CASH_OUT,350705.74,C58527359,350705.74,0,C582901057,894760.68,1794033.65,1
78,TRANSFER,113829.89,C973342461,113829.89,0,C631818291,0,0,1
59,TRANSFER,1011606.26,C813936493,1011606.26,0,C1382261132,0,0,1
85,CASH_OUT,4094.07,C823346399,4094.07,0,C1910586925,296534.2,300628.27,1
73,TRANSFER,193663.9,C1668034974,193663.9,0,C1048930255,0,0,1
53,TRANSFER,1631640.02,C443233087,1631640.02,0,C1597258791,0,0,1
4,CASH_OUT,13707.11,C556223230,13707.11,0,C2094777811,0,13707.11,1
59,CASH_OUT,21174.45,C1739548854,21174.45,0,C240278716,31409.08,52583.53,1
53,TRANSFER,3640271.29,C1285761418,3640271.29,0,C2028641482,0,0,1
47,CASH_OUT,667043.9,C1676208609,667043.9,0,C1263000252,104132.27,771176.17,1
46,TRANSFER,9977761.05,C154757729,9977761.05,0,C1895716929,0,0,1
45,TRANSFER,5188875.35,C1556710652,5188875.35,0,C1264872013,0,0,1
4,CASH_OUT,2930418.44,C2044690596,2930418.44,0,C932583850,3616012.1,6963508.84,1
23,CASH_OUT,146127.1,C785373587,146127.1,0,C1824914593,177874.39,324001.49,1
79,CASH_OUT,353045.35,C1947418069,353045.35,0,C615914680,981978.74,1335024.09,1
41,TRANSFER,2885466.96,C739578791,2885466.96,0,C1562052816,0,0,1
36,CASH_OUT,636,C1789723757,636,0,C236701409,0,636,1
86,TRANSFER,6972164.97,C384245570,6972164.97,0,C898480186,0,0,1
36,TRANSFER,103056,C383698470,103056,0,C761769299,0,0,1
54,CASH_OUT,438224.6,C1238831225,438224.6,0,C296924123,320697.46,758922.05,1
49,CASH_OUT,114017.19,C305323219,114017.19,0,C1508275623,2822872.88,2936890.07,1
15,CASH_OUT,248056.41,C1055229266,248056.41,0,C1689170857,0,201427.47,1
47,CASH_OUT,225850.53,C478694396,225850.53,0,C310772625,5063600.9,5289451.43,1
69,CASH_OUT,7728992.56,C403242634,7728992.56,0,C61990291,340622.45,8069615,1
73,TRANSFER,684796.16,C1223486306,684796.16,0,C964592362,0,0,1
36,CASH_OUT,326884.31,C1259393771,326884.31,0,C275053310,337428.2,664312.51,1
80,TRANSFER,173782.59,C517594835,173782.59,0,C1448192965,0,0,1
50,TRANSFER,592737.43,C30736240,592737.43,0,C725738949,0,0,1
66,CASH_OUT,3444943.59,C127639062,3444943.59,0,C1426710143,217174.65,3662118.24,1
37,TRANSFER,503793.25,C140477383,503793.25,0,C1169138113,0,95709.62,1
3,TRANSFER,10539.37,C1134864869,10539.37,0,C118648358,0,0,1
13,TRANSFER,4022667.54,C735463888,4022667.54,0,C1548348754,0,0,1
71,TRANSFER,345526.4,C264616990,345526.4,0,C1955514169,0,0,1
20,TRANSFER,448025.06,C1976637754,448025.06,0,C4020115,0,0,1
36,TRANSFER,32382.96,C1291212648,32382.96,0,C301302016,0,0,1
30,CASH_OUT,236947.25,C474899128,236947.25,0,C116505755,70084.28,307031.53,1
47,TRANSFER,225850.53,C362274629,225850.53,0,C2097224214,0,0,1
47,CASH_OUT,1388951.5,C1476504573,1388951.5,0,C598780092,459273.45,1848224.95,1
66,TRANSFER,126715.84,C147756271,126715.84,0,C650234869,0,0,1
95,CASH_OUT,33676.59,C1000086512,33676.59,0,C1759363094,0,33676.59,1
35,CASH_OUT,9465988.82,C91276418,9465988.82,0,C1220805115,0,9465988.82,1
34,CASH_OUT,428239.03,C1057589740,428239.03,0,C511164301,293130.02,1456009.92,1
51,CASH_OUT,1398946.33,C1269420432,1398946.33,0,C237977902,0,1398946.33,1
30,TRANSFER,109401.88,C2037269206,109401.88,0,C337579043,0,0,1
43,TRANSFER,350789.59,C1709961291,350789.59,0,C1364728606,0,276871.71,1
34,CASH_OUT,71693.42,C1845753498,71693.42,0,C967051629,0,71693.42,1
47,CASH_OUT,2249574.01,C758510706,2249574.01,0,C1011054162,3785286.98,6034861,1
62,TRANSFER,722380.88,C1429215839,722380.88,0,C1401928307,0,0,1
86,TRANSFER,372344.58,C466502993,372344.58,0,C1376830476,0,0,1
81,CASH_OUT,82527.13,C728143038,82527.13,0,C1407664911,397267.85,479794.98,1
84,TRANSFER,4830219.15,C58626602,4830219.15,0,C1366192319,0,0,1
75,TRANSFER,755813.12,C1153451347,755813.12,0,C450761826,0,0,1
68,TRANSFER,5800988.12,C1770441952,5800988.12,0,C1228502814,0,0,1
40,TRANSFER,7887.75,C1551140519,7887.75,0,C311151183,0,0,1
42,CASH_OUT,1917497.63,C1510964909,1917497.63,0,C580102695,173507.14,2091004.76,1
8,TRANSFER,29707.86,C1825456600,29707.86,0,C570409417,0,0,1
76,TRANSFER,2066446.27,C1668561632,2066446.27,0,C575000794,0,0,1
37,CASH_OUT,128133,C921148283,128133,0,C129500962,160395.62,288528.62,1
34,CASH_OUT,1016540.35,C1455982049,1016540.35,0,C1613524189,4463851.64,5700161.74,1
22,CASH_OUT,37100.29,C142707413,37100.29,0,C63948986,433212.41,470312.7,1
50,CASH_OUT,112668.54,C1673728989,112668.54,0,C487582896,0,112668.54,1
35,CASH_OUT,454511.73,C1482588472,454511.73,0,C1751888979,140892.24,595403.98,1
36,CASH_OUT,234377.29,C1737133410,0,0,C877378703,34937.86,269315.15,1
25,TRANSFER,8383.17,C282822245,8383.17,0,C1731493383,0,0,1
32,TRANSFER,401575.19,C2084058641,401575.19,0,C1017580631,0,0,1
69,TRANSFER,19776.71,C1567288795,19776.71,0,C1978402788,0,0,1
3,CASH_OUT,10539.37,C1984954272,10539.37,0,C124540047,0,10539.37,1
94,TRANSFER,2393539.65,C211205523,2393539.65,0,C1430994246,0,0,1
26,TRANSFER,331829.94,C1549516546,331829.94,0,C1908627867,0,0,1
60,TRANSFER,742973.53,C153820103,742973.53,0,C1530694083,0,0,1
82,TRANSFER,987591.59,C134383279,987591.59,0,C1363477592,0,0,1
48,TRANSFER,147267.01,C1261933788,147267.01,0,C1058127621,0,0,1
40,CASH_OUT,20314.97,C1545814282,20314.97,0,C183363284,1270005.54,1290320.51,1
12,TRANSFER,19472,C1101705841,19472,0,C925285469,0,0,1
9,TRANSFER,556218.01,C1769581889,556218.01,0,C217441120,0,0,1
71,TRANSFER,91691.75,C1715084286,91691.75,0,C415375205,0,0,1
8,TRANSFER,43092,C1683174795,43092,0,C427998326,0,0,1
62,TRANSFER,407833.62,C1585122257,407833.62,0,C645113065,0,0,1
47,TRANSFER,202978.65,C1932446672,0,0,C966173999,2122336.55,2325315.19,1
84,TRANSFER,8380.79,C392060027,8380.79,0,C45705350,0,0,1
59,TRANSFER,394388.09,C1625333778,394388.09,0,C940087282,0,0,1
42,CASH_OUT,1566057.28,C1496808239,1566057.28,0,C737489499,0,1566057.28,1
84,CASH_OUT,8380.79,C342648059,8380.79,0,C825022387,0,8380.79,1
82,CASH_OUT,5338583.38,C1913306809,5338583.38,0,C343563320,31250.62,5369834,1
90,CASH_OUT,7696836.35,C1784092244,7696836.35,0,C646123724,180993.45,7877829.8,1
11,TRANSFER,1933920.8,C1706582969,0,0,C461905695,1283762.85,3217683.65,1
85,CASH_OUT,167679.27,C2032147559,167679.27,0,C599607213,165580.61,333259.88,1
68,CASH_OUT,915266.65,C347823837,915266.65,0,C535285535,2415414.35,3330681,1
9,TRANSFER,2539898.07,C394488466,2539898.07,0,C575638324,0,261290.69,1
18,CASH_OUT,1144089.37,C1542410200,1144089.37,0,C183389809,2502877.26,3879210.29,1
41,CASH_OUT,581889.94,C541992132,581889.94,0,C715094437,359585.03,941474.97,1
86,CASH_OUT,6972164.97,C1268472825,6972164.97,0,C2126149202,5680.28,6977845.25,1
12,TRANSFER,8677,C288028999,8677,0,C184294001,0,0,1
93,TRANSFER,3723738.06,C1553979696,3723738.06,0,C537828065,0,0,1
58,CASH_OUT,456745.18,C325643180,456745.18,0,C1138806458,0,456745.18,1
31,CASH_OUT,5021186.54,C1520365660,5021186.54,0,C1308026520,880859.14,5902045.68,1
38,CASH_OUT,407005.78,C1948189565,0,0,C1059308371,0,407005.78,1
74,TRANSFER,4582074.51,C1151172465,4582074.51,0,C2088124795,0,0,1
64,CASH_OUT,960306.85,C1336358470,960306.85,0,C89588966,0,960306.85,1
55,CASH_OUT,109028.8,C1835596211,109028.8,0,C1502942700,674110.57,783139.37,1
70,TRANSFER,167067.78,C1823914087,167067.78,0,C1052777709,0,0,1
38,CASH_OUT,360688.3,C62190783,360688.3,0,C1187610031,0,360688.3,1
38,TRANSFER,3372,C2049498532,3372,0,C1540407960,0,0,1
5,TRANSFER,60726.57,C383882703,60726.57,0,C1807010830,0,0,1
27,TRANSFER,329937.88,C699198167,329937.88,0,C2064246111,0,0,1
48,TRANSFER,337974.21,C2029593206,337974.21,0,C1780194403,0,0,1
56,TRANSFER,136562.78,C1391703729,136562.78,0,C1707583711,0,0,1
52,CASH_OUT,1093155.19,C395947070,1093155.19,0,C1747066716,1966451.64,3059606.83,1
40,CASH_OUT,26950.06,C1112574505,26950.06,0,C30015547,255430.21,282380.27,1
26,TRANSFER,369186.87,C1879175902,369186.87,0,C900709443,0,0,1
45,CASH_OUT,357836.57,C198543509,357836.57,0,C824285986,51217.85,409054.43,1
50,TRANSFER,967153.5,C850743663,967153.5,0,C1137540009,0,0,1
42,CASH_OUT,5032484.73,C253446049,5032484.73,0,C57938337,873589.17,5906073.9,1
34,CASH_OUT,30917.39,C1257352420,30917.39,0,C984948607,339926.42,370843.82,1
23,TRANSFER,146127.1,C1866778945,146127.1,0,C225469649,0,0,1
39,CASH_OUT,152042.16,C1395896953,152042.16,0,C45672156,710428.02,862470.18,1
46,TRANSFER,82971.91,C1603043156,82971.91,0,C898953864,0,0,1
42,CASH_OUT,506867.52,C341811151,506867.52,0,C1795348373,0,458682.99,1
46,CASH_OUT,585010.21,C878935318,585010.21,0,C2122554602,15969.08,600979.29,1
38,CASH_OUT,2395.29,C50436894,2395.29,0,C1124184322,276538.59,470937.03,1
6,TRANSFER,17320.91,C788790720,17320.91,0,C1589547066,0,0,1
90,CASH_OUT,134515.36,C1389046188,134515.36,0,C257288692,29488.06,164003.41,1
72,CASH_OUT,1.00E+07,C1438388258,1.00E+07,0,C1089455271,81810.42,1.01E+07,1
87,CASH_OUT,115461.48,C1329935528,115461.48,0,C1434520582,21619.28,137080.75,1
41,CASH_OUT,32690.68,C1070694303,32690.68,0,C1612957594,2361188.1,2393878.78,1
36,TRANSFER,819503.92,C2020161235,819503.92,0,C1827219533,0,0,1
40,TRANSFER,26950.06,C575969831,26950.06,0,C220147588,0,0,1
56,CASH_OUT,829885.13,C1179900921,829885.13,0,C2021579766,1.33E+07,1.41E+07,1
71,CASH_OUT,1871553.73,C92154963,1871553.73,0,C1037207091,0,1871553.73,1
59,CASH_OUT,192765.49,C1429774414,192765.49,0,C764672612,3252407.57,3445173.06,1
51,TRANSFER,202887.77,C155466948,202887.77,0,C1368205157,0,0,1
57,TRANSFER,354441.19,C829975560,354441.19,0,C157107660,0,0,1
74,CASH_OUT,85637.08,C588765630,85637.08,0,C766485430,235137.06,320774.13,1
